"","CRN","Time","Days","SEC","Seats","Course Location"
"1329","35134","1:40 - 3:00 PM","TR","B05","0","CHE 002BREMOTE TBA"
"1330","35135","8:00 - 8:50 AM","F","B06","0","CHE 002BREMOTE TBA"
"1331","35135","9:00 - 11:50 AM","T","B06","0","CHE 002BREMOTE TBA"
"1332","35135","1:40 - 3:00 PM","TR","B06","0","CHE 002BREMOTE TBA"
"1333","35136","1:40 - 3:00 PM","TR","B07","0","CHE 002BREMOTE TBA"
"1334","35136","4:10 - 7:00 PM","T","B07","0","CHE 002BREMOTE TBA"
"1335","35136","7:10 - 8:00 PM","R","B07","0","CHE 002BREMOTE TBA"
"1336","35137","1:40 - 3:00 PM","TR","B08","0","CHE 002BREMOTE TBA"
"1337","35137","3:10 - 4:00 PM","R","B08","0","CHE 002BREMOTE TBA"
"1338","35137","4:10 - 7:00 PM","T","B08","0","CHE 002BREMOTE TBA"
"1339","35138","11:00 - 11:50 AM","T","B09","0","CHE 002BREMOTE TBA"
"1340","35138","1:40 - 3:00 PM","TR","B09","0","CHE 002BREMOTE TBA"
"1341","35138","7:10 - 10:00 PM","T","B09","0","CHE 002BREMOTE TBA"
"1342","35139","1:40 - 3:00 PM","TR","B10","0","CHE 002BREMOTE TBA"
"1343","35139","4:10 - 5:00 PM","T","B10","0","CHE 002BREMOTE TBA"
"1344","35139","7:10 - 10:00 PM","T","B10","0","CHE 002BREMOTE TBA"
"1345","35140","1:40 - 3:00 PM","TR","B11","0","CHE 002BREMOTE TBA"
"1346","35140","4:10 - 7:00 PM","W","B11","0","CHE 002BREMOTE TBA"
"1347","35140","5:10 - 6:00 PM","M","B11","0","CHE 002BREMOTE TBA"
"1348","35141","1:40 - 3:00 PM","TR","B12","0","CHE 002BREMOTE TBA"
"1349","35141","3:10 - 4:00 PM","R","B12","0","CHE 002BREMOTE TBA"
"1350","35141","4:10 - 7:00 PM","W","B12","0","CHE 002BREMOTE TBA"
"1351","35142","1:40 - 3:00 PM","TR","B13","0","CHE 002BREMOTE TBA"
"1352","35142","3:10 - 4:00 PM","R","B13","0","CHE 002BREMOTE TBA"
"1353","35142","7:10 - 10:00 PM","W","B13","0","CHE 002BREMOTE TBA"
"1354","35145","9:00 - 11:50 AM","R","B16","0","CHE 002BREMOTE TBA"
"1355","35145","1:40 - 3:00 PM","TR","B16","0","CHE 002BREMOTE TBA"
"1356","35145","7:10 - 8:00 PM","T","B16","0","CHE 002BREMOTE TBA"
"1357","35146","1:40 - 3:00 PM","TR","BRO","17","CHE 002BREMOTE TBA"
"1358","35146","TBA",NA,"BRO","17","CHE 002BTBA"
"1359","35147","8:00 - 8:50 AM","R","C01","0","CHE 002BREMOTE TBA"
"1360","35147","1:10 - 4:00 PM","M","C01","0","CHE 002BREMOTE TBA"
"1361","35147","5:10 - 6:00 PM","MWF","C01","0","CHE 002BREMOTE TBA"
"1362","35148","1:10 - 4:00 PM","M","C02","0","CHE 002BREMOTE TBA"
"1363","35148","5:10 - 6:00 PM","MWF","C02","0","CHE 002BREMOTE TBA"
"1364","35148","6:10 - 7:00 PM","R","C02","0","CHE 002BREMOTE TBA"
"1365","35149","9:00 - 11:50 AM","T","C03","0","CHE 002BREMOTE TBA"
"1366","35149","5:10 - 6:00 PM","MWF","C03","0","CHE 002BREMOTE TBA"
"1367","35149","7:10 - 8:00 PM","R","C03","0","CHE 002BREMOTE TBA"
"1368","35150","8:00 - 8:50 AM","T","C04","0","CHE 002BREMOTE TBA"
"1369","35150","9:00 - 11:50 AM","T","C04","0","CHE 002BREMOTE TBA"
"1370","35150","5:10 - 6:00 PM","MWF","C04","0","CHE 002BREMOTE TBA"
"1371","35151","1:10 - 4:00 PM","T","C05","0","CHE 002BREMOTE TBA"
"1372","35151","1:10 - 2:00 PM","W","C05","0","CHE 002BREMOTE TBA"
"1373","35151","5:10 - 6:00 PM","MWF","C05","0","CHE 002BREMOTE TBA"
"1374","35152","9:00 - 9:50 AM","M","C06","0","CHE 002BREMOTE TBA"
"1375","35152","1:10 - 4:00 PM","T","C06","0","CHE 002BREMOTE TBA"
"1376","35152","5:10 - 6:00 PM","MWF","C06","0","CHE 002BREMOTE TBA"
"1377","35153","12:10 - 1:00 PM","F","C07","0","CHE 002BREMOTE TBA"
"1378","35153","4:10 - 7:00 PM","T","C07","0","CHE 002BREMOTE TBA"
"1379","35153","5:10 - 6:00 PM","MWF","C07","0","CHE 002BREMOTE TBA"
"1380","35156","12:10 - 1:00 PM","M","C10","0","CHE 002BREMOTE TBA"
"1381","35156","5:10 - 6:00 PM","MWF","C10","0","CHE 002BREMOTE TBA"
"1382","35156","7:10 - 10:00 PM","T","C10","0","CHE 002BREMOTE TBA"
"1383","35157","1:10 - 4:00 PM","W","C11","0","CHE 002BREMOTE TBA"
"1384","35157","1:10 - 2:00 PM","F","C11","0","CHE 002BREMOTE TBA"
"1385","35157","5:10 - 6:00 PM","MWF","C11","0","CHE 002BREMOTE TBA"
"1386","35158","12:10 - 1:00 PM","F","C12","0","CHE 002BREMOTE TBA"
"1387","35158","1:10 - 4:00 PM","W","C12","0","CHE 002BREMOTE TBA"
"1388","35158","5:10 - 6:00 PM","MWF","C12","0","CHE 002BREMOTE TBA"
"1389","35159","9:00 - 11:50 AM","R","C13","3","CHE 002BREMOTE TBA"
"1390","35159","5:10 - 6:00 PM","MWF","C13","3","CHE 002BREMOTE TBA"
"1391","35159","7:10 - 8:00 PM","M","C13","3","CHE 002BREMOTE TBA"
"1392","35160","9:00 - 11:50 AM","R","C14","0","CHE 002BREMOTE TBA"
"1393","35160","1:10 - 2:00 PM","M","C14","0","CHE 002BREMOTE TBA"
"1394","35160","5:10 - 6:00 PM","MWF","C14","0","CHE 002BREMOTE TBA"
"1395","35161","1:10 - 4:00 PM","R","C15","0","CHE 002BREMOTE TBA"
"1396","35161","3:10 - 4:00 PM","F","C15","0","CHE 002BREMOTE TBA"
"1397","35161","5:10 - 6:00 PM","MWF","C15","0","CHE 002BREMOTE TBA"
"1398","35162","1:10 - 2:00 PM","M","C16","0","CHE 002BREMOTE TBA"
"1399","35162","1:10 - 4:00 PM","R","C16","0","CHE 002BREMOTE TBA"
"1400","35162","5:10 - 6:00 PM","MWF","C16","0","CHE 002BREMOTE TBA"
"1401","35163","5:10 - 6:00 PM","MWF","CRO","39","CHE 002BREMOTE TBA"
"1402","35163","TBA",NA,"CRO","39","CHE 002BTBA"
"1403","35164","1:10 - 2:00 PM","MWF","A01","0","CHE 002CREMOTE TBA"
"1404","35164","4:10 - 7:00 PM","M","A01","0","CHE 002CREMOTE TBA"
"1405","35164","6:10 - 7:00 PM","R","A01","0","CHE 002CREMOTE TBA"
"1406","35165","12:10 - 1:00 PM","F","A02","0","CHE 002CREMOTE TBA"
"1407","35165","1:10 - 2:00 PM","MWF","A02","0","CHE 002CREMOTE TBA"
"1408","35165","4:10 - 7:00 PM","M","A02","0","CHE 002CREMOTE TBA"
"1409","35166","8:00 - 8:50 AM","T","A03","0","CHE 002CREMOTE TBA"
"1410","35166","1:10 - 2:00 PM","MWF","A03","0","CHE 002CREMOTE TBA"
"1411","35166","4:10 - 7:00 PM","M","A03","0","CHE 002CREMOTE TBA"
"1412","35167","8:00 - 8:50 AM","T","A04","0","CHE 002CREMOTE TBA"
"1413","35167","9:00 - 11:50 AM","T","A04","0","CHE 002CREMOTE TBA"
"1414","35167","1:10 - 2:00 PM","MWF","A04","0","CHE 002CREMOTE TBA"
"1415","35168","1:10 - 2:00 PM","MWF","A05","0","CHE 002CREMOTE TBA"
"1416","35168","8:00 - 8:50 AM","M","A05","0","CHE 002CREMOTE TBA"
"1417","35168","9:00 - 11:50 AM","T","A05","0","CHE 002CREMOTE TBA"
"1418","35169","9:00 - 9:50 AM","M","A06","0","CHE 002CREMOTE TBA"
"1419","35169","9:00 - 11:50 AM","T","A06","0","CHE 002CREMOTE TBA"
"1420","35169","1:10 - 2:00 PM","MWF","A06","0","CHE 002CREMOTE TBA"
"1421","35170","1:10 - 2:00 PM","MWF","A07","0","CHE 002CREMOTE TBA"
"1422","35170","4:10 - 5:00 PM","M","A07","0","CHE 002CREMOTE TBA"
"1423","35170","4:10 - 7:00 PM","T","A07","0","CHE 002CREMOTE TBA"
"1424","35171","8:00 - 8:50 AM","M","A08","1","CHE 002CREMOTE TBA"
"1425","35171","1:10 - 2:00 PM","MWF","A08","1","CHE 002CREMOTE TBA"
"1426","35171","4:10 - 7:00 PM","T","A08","1","CHE 002CREMOTE TBA"
"1427","35172","1:10 - 2:00 PM","MWF","A09","0","CHE 002CREMOTE TBA"
"1428","35172","5:10 - 6:00 PM","M","A09","0","CHE 002CREMOTE TBA"
"1429","35172","7:10 - 10:00 PM","T","A09","0","CHE 002CREMOTE TBA"
"1430","35173","1:10 - 2:00 PM","MWF","A10","0","CHE 002CREMOTE TBA"
"1431","35173","4:10 - 5:00 PM","M","A10","0","CHE 002CREMOTE TBA"
"1432","35173","7:10 - 10:00 PM","T","A10","0","CHE 002CREMOTE TBA"
"1433","35174","9:00 - 11:50 AM","R","A11","0","CHE 002CREMOTE TBA"
"1434","35174","1:10 - 2:00 PM","MWF","A11","0","CHE 002CREMOTE TBA"
"1435","35174","5:10 - 6:00 PM","M","A11","0","CHE 002CREMOTE TBA"
"1436","35175","6:10 - 7:00 PM","M","A12","0","CHE 002CREMOTE TBA"
"1437","35175","9:00 - 11:50 AM","R","A12","0","CHE 002CREMOTE TBA"
"1438","35175","1:10 - 2:00 PM","MWF","A12","0","CHE 002CREMOTE TBA"
"1439","35176","8:00 - 8:50 AM","M","A13","0","CHE 002CREMOTE TBA"
"1440","35176","9:00 - 11:50 AM","R","A13","0","CHE 002CREMOTE TBA"
"1441","35176","1:10 - 2:00 PM","MWF","A13","0","CHE 002CREMOTE TBA"
"1442","35177","9:00 - 9:50 AM","F","A14","0","CHE 002CREMOTE TBA"
"1443","35177","1:10 - 2:00 PM","MWF","A14","0","CHE 002CREMOTE TBA"
"1444","35177","1:10 - 4:00 PM","R","A14","0","CHE 002CREMOTE TBA"
"1445","35178","1:10 - 2:00 PM","MWF","A15","0","CHE 002CREMOTE TBA"
"1446","35178","1:10 - 4:00 PM","R","A15","0","CHE 002CREMOTE TBA"
"1447","35178","4:10 - 5:00 PM","M","A15","0","CHE 002CREMOTE TBA"
"1448","35179","8:00 - 8:50 AM","W","A16","1","CHE 002CREMOTE TBA"
"1449","35179","1:10 - 2:00 PM","MWF","A16","1","CHE 002CREMOTE TBA"
"1450","35179","4:10 - 7:00 PM","W","A16","1","CHE 002CREMOTE TBA"
"1451","35180","8:00 - 8:50 AM","R","A17","1","CHE 002CREMOTE TBA"
"1452","35180","1:10 - 2:00 PM","MWF","A17","1","CHE 002CREMOTE TBA"
"1453","35180","4:10 - 7:00 PM","W","A17","1","CHE 002CREMOTE TBA"
"1454","35181","1:10 - 2:00 PM","MWF","A18","0","CHE 002CREMOTE TBA"
"1455","35181","2:10 - 3:00 PM","R","A18","0","CHE 002CREMOTE TBA"
"1456","35181","4:10 - 7:00 PM","R","A18","0","CHE 002CREMOTE TBA"
"1457","35182","9:00 - 9:50 AM","M","A19","0","CHE 002CREMOTE TBA"
"1458","35182","1:10 - 2:00 PM","MWF","A19","0","CHE 002CREMOTE TBA"
"1459","35182","4:10 - 7:00 PM","R","A19","0","CHE 002CREMOTE TBA"
"1460","35183","8:00 - 8:50 AM","T","A20","0","CHE 002CREMOTE TBA"
"1461","35183","1:10 - 2:00 PM","MWF","A20","0","CHE 002CREMOTE TBA"
"1462","35183","4:10 - 7:00 PM","R","A20","0","CHE 002CREMOTE TBA"
"1463","35184","1:10 - 2:00 PM","MWF","ARO","13","CHE 002CREMOTE TBA"
"1464","35184","TBA",NA,"ARO","13","CHE 002CTBA"
"1465","35185","7:30 - 8:50 AM","TR","B01","2","CHE 002CREMOTE TBA"
"1466","35185","12:10 - 1:00 PM","F","B01","2","CHE 002CREMOTE TBA"
"1467","35185","1:10 - 4:00 PM","M","B01","2","CHE 002CREMOTE TBA"
"1468","35186","7:30 - 8:50 AM","TR","B02","13","CHE 002CREMOTE TBA"
"1469","35186","8:00 - 8:50 AM","W","B02","13","CHE 002CREMOTE TBA"
"1470","35186","1:10 - 4:00 PM","M","B02","13","CHE 002CREMOTE TBA"
"1471","35187","7:30 - 8:50 AM","TR","B03","13","CHE 002CREMOTE TBA"
"1472","35187","8:00 - 8:50 AM","F","B03","13","CHE 002CREMOTE TBA"
"1473","35187","1:10 - 4:00 PM","M","B03","13","CHE 002CREMOTE TBA"
"1474","35188","7:30 - 8:50 AM","TR","B04","1","CHE 002CREMOTE TBA"
"1475","35188","10:00 - 10:50 AM","R","B04","1","CHE 002CREMOTE TBA"
"1476","35188","7:10 - 10:00 PM","M","B04","1","CHE 002CREMOTE TBA"
"1477","35189","7:30 - 8:50 AM","TR","B05","1","CHE 002CREMOTE TBA"
"1478","35189","5:10 - 6:00 PM","F","B05","1","CHE 002CREMOTE TBA"
"1479","35189","7:10 - 10:00 PM","M","B05","1","CHE 002CREMOTE TBA"
"1480","35190","12:10 - 1:00 PM","F","B06","6","CHE 002CREMOTE TBA"
"1481","35190","7:10 - 10:00 PM","M","B06","6","CHE 002CREMOTE TBA"
"1482","35190","7:30 - 8:50 AM","TR","B06","6","CHE 002CREMOTE TBA"
"1483","35191","7:30 - 8:50 AM","TR","B07","4","CHE 002CREMOTE TBA"
"1484","35191","1:10 - 2:00 PM","M","B07","4","CHE 002CREMOTE TBA"
"1485","35191","1:10 - 4:00 PM","T","B07","4","CHE 002CREMOTE TBA"
"1486","35192","7:30 - 8:50 AM","TR","B08","1","CHE 002CREMOTE TBA"
"1487","35192","1:10 - 2:00 PM","M","B08","1","CHE 002CREMOTE TBA"
"1488","35192","1:10 - 4:00 PM","T","B08","1","CHE 002CREMOTE TBA"
"1489","35193","7:30 - 8:50 AM","TR","B09","4","CHE 002CREMOTE TBA"
"1490","35193","2:10 - 3:00 PM","R","B09","4","CHE 002CREMOTE TBA"
"1491","35193","4:10 - 7:00 PM","T","B09","4","CHE 002CREMOTE TBA"
"1492","35194","7:30 - 8:50 AM","TR","B10","1","CHE 002CREMOTE TBA"
"1493","35194","4:10 - 7:00 PM","T","B10","1","CHE 002CREMOTE TBA"
"1494","35194","6:10 - 7:00 PM","M","B10","1","CHE 002CREMOTE TBA"
"1495","35195","7:30 - 8:50 AM","TR","B11","5","CHE 002CREMOTE TBA"
"1496","35195","4:10 - 7:00 PM","T","B11","5","CHE 002CREMOTE TBA"
"1497","35195","7:10 - 8:00 PM","M","B11","5","CHE 002CREMOTE TBA"
"1498","35196","7:30 - 8:50 AM","TR","B12","7","CHE 002CREMOTE TBA"
"1499","35196","3:10 - 4:00 PM","M","B12","7","CHE 002CREMOTE TBA"
"1500","35196","7:10 - 10:00 PM","T","B12","7","CHE 002CREMOTE TBA"
"1501","35197","4:10 - 5:00 PM","W","B13","9","CHE 002CREMOTE TBA"
"1502","35197","7:10 - 10:00 PM","T","B13","9","CHE 002CREMOTE TBA"
"1503","35197","7:30 - 8:50 AM","TR","B13","9","CHE 002CREMOTE TBA"
"1504","35198","7:30 - 8:50 AM","TR","B14","7","CHE 002CREMOTE TBA"
"1505","35198","9:00 - 9:50 AM","M","B14","7","CHE 002CREMOTE TBA"
"1506","35198","7:10 - 10:00 PM","T","B14","7","CHE 002CREMOTE TBA"
"1507","35199","7:30 - 8:50 AM","TR","B15","0","CHE 002CREMOTE TBA"
"1508","35199","4:10 - 5:00 PM","M","B15","0","CHE 002CREMOTE TBA"
"1509","35199","4:10 - 7:00 PM","W","B15","0","CHE 002CREMOTE TBA"
"1510","35200","7:30 - 8:50 AM","TR","B16","3","CHE 002CREMOTE TBA"
"1511","35200","10:00 - 10:50 AM","F","B16","3","CHE 002CREMOTE TBA"
"1512","35200","4:10 - 7:00 PM","W","B16","3","CHE 002CREMOTE TBA"
"1513","35201","7:30 - 8:50 AM","TR","B17","1","CHE 002CREMOTE TBA"
"1514","35201","4:10 - 7:00 PM","W","B17","1","CHE 002CREMOTE TBA"
"1515","35201","5:10 - 6:00 PM","M","B17","1","CHE 002CREMOTE TBA"
"1516","35202","7:30 - 8:50 AM","TR","B18","7","CHE 002CREMOTE TBA"
"1517","35202","1:10 - 4:00 PM","W","B18","7","CHE 002CREMOTE TBA"
"1518","35202","6:10 - 7:00 PM","M","B18","7","CHE 002CREMOTE TBA"
"1519","35203","7:30 - 8:50 AM","TR","B19","0","CHE 002CREMOTE TBA"
"1520","35203","8:00 - 8:50 AM","W","B19","0","CHE 002CREMOTE TBA"
"1521","35203","1:10 - 4:00 PM","W","B19","0","CHE 002CREMOTE TBA"
"1522","35204","7:30 - 8:50 AM","TR","B20","0","CHE 002CREMOTE TBA"
"1523","35204","10:00 - 10:50 AM","R","B20","0","CHE 002CREMOTE TBA"
"1524","35204","7:10 - 10:00 PM","W","B20","0","CHE 002CREMOTE TBA"
"1525","35205","7:30 - 8:50 AM","TR","B21","0","CHE 002CREMOTE TBA"
"1526","35205","8:00 - 8:50 AM","F","B21","0","CHE 002CREMOTE TBA"
"1527","35205","7:10 - 10:00 PM","W","B21","0","CHE 002CREMOTE TBA"
"1528","35206","7:30 - 8:50 AM","TR","BRO","13","CHE 002CREMOTE TBA"
"1529","35206","TBA",NA,"BRO","13","CHE 002CTBA"
"1530","35207","10:00 - 10:50 AM","MWF","C01","0","CHE 002CREMOTE TBA"
"1531","35207","4:10 - 7:00 PM","M","C01","0","CHE 002CREMOTE TBA"
"1532","35207","5:10 - 6:00 PM","R","C01","0","CHE 002CREMOTE TBA"
"1533","35208","10:00 - 10:50 AM","MWF","C02","0","CHE 002CREMOTE TBA"
"1534","35208","4:10 - 7:00 PM","M","C02","0","CHE 002CREMOTE TBA"
"1535","35208","7:10 - 8:00 PM","T","C02","0","CHE 002CREMOTE TBA"
"1536","35209","10:00 - 10:50 AM","MWF","C03","0","CHE 002CREMOTE TBA"
"1537","35209","6:10 - 7:00 PM","R","C03","0","CHE 002CREMOTE TBA"
"1538","35209","7:10 - 10:00 PM","M","C03","0","CHE 002CREMOTE TBA"
"1539","35210","10:00 - 10:50 AM","MWF","C04","0","CHE 002CREMOTE TBA"
"1540","35210","7:10 - 10:00 PM","M","C04","0","CHE 002CREMOTE TBA"
"1541","35210","7:10 - 8:00 PM","T","C04","0","CHE 002CREMOTE TBA"
"1542","35211","9:00 - 11:50 AM","T","C05","0","CHE 002CREMOTE TBA"
"1543","35211","10:00 - 10:50 AM","MWF","C05","0","CHE 002CREMOTE TBA"
"1544","35211","7:10 - 8:00 PM","R","C05","0","CHE 002CREMOTE TBA"
"1545","35212","9:00 - 11:50 AM","T","C06","0","CHE 002CREMOTE TBA"
"1546","35212","10:00 - 10:50 AM","MWF","C06","0","CHE 002CREMOTE TBA"
"1547","35212","5:10 - 6:00 PM","W","C06","0","CHE 002CREMOTE TBA"
"1548","35213","10:00 - 10:50 AM","MWF","C07","0","CHE 002CREMOTE TBA"
"1549","35213","1:10 - 4:00 PM","T","C07","0","CHE 002CREMOTE TBA"
"1550","35213","7:10 - 8:00 PM","R","C07","0","CHE 002CREMOTE TBA"
"1551","35214","10:00 - 10:50 AM","MWF","C08","0","CHE 002CREMOTE TBA"
"1552","35214","1:10 - 4:00 PM","T","C08","0","CHE 002CREMOTE TBA"
"1553","35214","7:10 - 8:00 PM","R","C08","0","CHE 002CREMOTE TBA"
"1554","35215","10:00 - 10:50 AM","MWF","C09","0","CHE 002CREMOTE TBA"
"1555","35215","1:10 - 4:00 PM","T","C09","0","CHE 002CREMOTE TBA"
"1556","35215","2:10 - 3:00 PM","F","C09","0","CHE 002CREMOTE TBA"
"1557","35216","10:00 - 10:50 AM","MWF","C10","0","CHE 002CREMOTE TBA"
"1558","35216","1:10 - 4:00 PM","W","C10","0","CHE 002CREMOTE TBA"
"1559","35216","6:10 - 7:00 PM","T","C10","0","CHE 002CREMOTE TBA"
"1560","35217","10:00 - 10:50 AM","MWF","C11","0","CHE 002CREMOTE TBA"
"1561","35217","1:10 - 4:00 PM","W","C11","0","CHE 002CREMOTE TBA"
"1562","35217","5:10 - 6:00 PM","W","C11","0","CHE 002CREMOTE TBA"
"1563","35218","10:00 - 10:50 AM","MWF","C12","0","CHE 002CREMOTE TBA"
"1564","35218","1:10 - 4:00 PM","W","C12","0","CHE 002CREMOTE TBA"
"1565","35218","5:10 - 6:00 PM","M","C12","0","CHE 002CREMOTE TBA"
"1566","35219","8:00 - 8:50 AM","T","C13","0","CHE 002CREMOTE TBA"
"1567","35219","9:00 - 11:50 AM","R","C13","0","CHE 002CREMOTE TBA"
"1568","35219","10:00 - 10:50 AM","MWF","C13","0","CHE 002CREMOTE TBA"
"1569","35220","9:00 - 9:50 AM","T","C14","0","CHE 002CREMOTE TBA"
"1570","35220","9:00 - 11:50 AM","R","C14","0","CHE 002CREMOTE TBA"
"1571","35220","10:00 - 10:50 AM","MWF","C14","0","CHE 002CREMOTE TBA"
"1572","35221","10:00 - 10:50 AM","MWF","C15","0","CHE 002CREMOTE TBA"
"1573","35221","5:10 - 6:00 PM","M","C15","0","CHE 002CREMOTE TBA"
"1574","35221","7:10 - 10:00 PM","W","C15","0","CHE 002CREMOTE TBA"
"1575","35222","8:00 - 8:50 AM","R","C16","0","CHE 002CREMOTE TBA"
"1576","35222","10:00 - 10:50 AM","MWF","C16","0","CHE 002CREMOTE TBA"
"1577","35222","7:10 - 10:00 PM","W","C16","0","CHE 002CREMOTE TBA"
"1578","35223","9:00 - 9:50 AM","T","C17","0","CHE 002CREMOTE TBA"
"1579","35223","10:00 - 10:50 AM","MWF","C17","0","CHE 002CREMOTE TBA"
"1580","35223","7:10 - 10:00 PM","W","C17","0","CHE 002CREMOTE TBA"
"1581","35224","10:00 - 10:50 AM","MWF","CRO","0","CHE 002CREMOTE TBA"
"1582","35224","TBA",NA,"CRO","0","CHE 002CTBA"
"1583","35225","8:00 - 8:50 AM","M","D01","2","CHE 002CREMOTE TBA"
"1584","35225","9:00 - 9:50 AM","MWF","D01","2","CHE 002CREMOTE TBA"
"1585","35225","1:10 - 4:00 PM","M","D01","2","CHE 002CREMOTE TBA"
"1586","35226","8:00 - 8:50 AM","W","D02","3","CHE 002CREMOTE TBA"
"1587","35226","9:00 - 9:50 AM","MWF","D02","3","CHE 002CREMOTE TBA"
"1588","35226","1:10 - 4:00 PM","M","D02","3","CHE 002CREMOTE TBA"
"1589","35227","8:00 - 8:50 AM","F","D03","1","CHE 002CREMOTE TBA"
"1590","35227","9:00 - 9:50 AM","MWF","D03","1","CHE 002CREMOTE TBA"
"1591","35227","1:10 - 4:00 PM","R","D03","1","CHE 002CREMOTE TBA"
"1592","35228","9:00 - 9:50 AM","MWF","D04","0","CHE 002CREMOTE TBA"
"1593","35228","1:10 - 4:00 PM","R","D04","0","CHE 002CREMOTE TBA"
"1594","35228","5:10 - 6:00 PM","M","D04","0","CHE 002CREMOTE TBA"
"1595","35229","9:00 - 9:50 AM","MWF","D05","3","CHE 002CREMOTE TBA"
"1596","35229","1:10 - 4:00 PM","R","D05","3","CHE 002CREMOTE TBA"
"1597","35229","6:10 - 7:00 PM","M","D05","3","CHE 002CREMOTE TBA"
"1598","35230","9:00 - 9:50 AM","MWF","D06","1","CHE 002CREMOTE TBA"
"1599","35230","4:10 - 7:00 PM","R","D06","1","CHE 002CREMOTE TBA"
"1600","35230","5:10 - 6:00 PM","F","D06","1","CHE 002CREMOTE TBA"
"1601","35231","9:00 - 9:50 AM","MWF","D07","1","CHE 002CREMOTE TBA"
"1602","35231","4:10 - 7:00 PM","R","D07","1","CHE 002CREMOTE TBA"
"1603","35231","6:10 - 7:00 PM","M","D07","1","CHE 002CREMOTE TBA"
"1604","35232","9:00 - 9:50 AM","MWF","D08","0","CHE 002CREMOTE TBA"
"1605","35232","1:10 - 4:00 PM","M","D08","0","CHE 002CREMOTE TBA"
"1606","35232","6:10 - 7:00 PM","W","D08","0","CHE 002CREMOTE TBA"
"1607","35233","6:10 - 7:00 PM","F","D09","1","CHE 002CREMOTE TBA"
"1608","35233","9:00 - 9:50 AM","MWF","D09","1","CHE 002CREMOTE TBA"
"1609","35233","4:10 - 7:00 PM","M","D09","1","CHE 002CREMOTE TBA"
"1610","35234","9:00 - 9:50 AM","MWF","D10","1","CHE 002CREMOTE TBA"
"1611","35234","6:10 - 7:00 PM","R","D10","1","CHE 002CREMOTE TBA"
"1612","35234","7:10 - 10:00 PM","M","D10","1","CHE 002CREMOTE TBA"
"1613","35235","9:00 - 9:50 AM","MWF","D11","1","CHE 002CREMOTE TBA"
"1614","35235","9:00 - 11:50 AM","R","D11","1","CHE 002CREMOTE TBA"
"1615","35235","7:10 - 8:00 PM","W","D11","1","CHE 002CREMOTE TBA"
"1616","35236","9:00 - 9:50 AM","MWF","D12","0","CHE 002CREMOTE TBA"
"1617","35236","1:10 - 4:00 PM","T","D12","0","CHE 002CREMOTE TBA"
"1618","35236","7:10 - 8:00 PM","F","D12","0","CHE 002CREMOTE TBA"
"1619","35237","8:00 - 8:50 AM","T","D13","1","CHE 002CREMOTE TBA"
"1620","35237","9:00 - 9:50 AM","MWF","D13","1","CHE 002CREMOTE TBA"
"1621","35237","4:10 - 7:00 PM","T","D13","1","CHE 002CREMOTE TBA"
"1622","35238","9:00 - 9:50 AM","MWF","D14","0","CHE 002CREMOTE TBA"
"1623","35238","6:10 - 7:00 PM","R","D14","0","CHE 002CREMOTE TBA"
"1624","35238","7:10 - 10:00 PM","T","D14","0","CHE 002CREMOTE TBA"
"1625","35239","9:00 - 9:50 AM","MWF","D15","0","CHE 002CREMOTE TBA"
"1626","35239","1:10 - 4:00 PM","W","D15","0","CHE 002CREMOTE TBA"
"1627","35239","5:10 - 6:00 PM","M","D15","0","CHE 002CREMOTE TBA"
"1628","35240","9:00 - 9:50 AM","MWF","D16","0","CHE 002CREMOTE TBA"
"1629","35240","4:10 - 7:00 PM","W","D16","0","CHE 002CREMOTE TBA"
"1630","35240","6:10 - 7:00 PM","T","D16","0","CHE 002CREMOTE TBA"
"1631","35241","9:00 - 9:50 AM","MWF","DRO","19","CHE 002CREMOTE TBA"
"1632","35242","1:10 - 4:00 PM","MW","A01","14","CHE 002CHREMOTE TBA"
"1633","35242","12:10 - 1:00 PM","MWF","A01","14","CHE 002CHREMOTE TBA"
"1634","35243","1:10 - 4:00 PM","TR","A02","2","CHE 002CHREMOTE TBA"
"1635","35243","12:10 - 1:00 PM","MWF","A02","2","CHE 002CHREMOTE TBA"
"1636","35244","2:10 - 3:00 PM","MW","001","0","CHE 008AREMOTE TBA"
"1637","35357","9:00 - 11:50 AM","TR","A01","0","CHE 105REMOTE TBA"
"1638","35357","12:10 - 1:00 PM","TR","A01","0","CHE 105REMOTE TBA"
"1639","35358","12:10 - 1:00 PM","TR","A02","0","CHE 105REMOTE TBA"
"1640","35358","1:10 - 4:00 PM","TR","A02","0","CHE 105REMOTE TBA"
"1641","35359","12:10 - 1:00 PM","TR","A03","0","CHE 105REMOTE TBA"
"1642","35359","4:10 - 7:00 PM","TR","A03","0","CHE 105REMOTE TBA"
"1643","35360","9:00 - 9:50 AM","MWF","001","25","CHE 107BREMOTE TBA"
"1644","35361","12:10 - 1:00 PM","MWF","001","31","CHE 108REMOTE TBA"
"1645","35363","9:00 - 9:50 AM","MWF","A01","3","CHE 110AREMOTE TBA"
"1646","35363","6:10 - 7:00 PM","R","A01","3","CHE 110AREMOTE TBA"
"1647","35364","9:00 - 9:50 AM","T","A02","1","CHE 110AREMOTE TBA"
"1648","35364","9:00 - 9:50 AM","MWF","A02","1","CHE 110AREMOTE TBA"
"1649","35365","9:00 - 9:50 AM","MWF","A03","17","CHE 110AREMOTE TBA"
