"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"3420",3420,43016,"11:00 - 11:50 AM","W","A03",0,"ESP 171REMOTE TBA","ESP 171"
"3421",3421,43016,"12:10 - 1:30 PM","TR","A03",0,"ESP 171REMOTE TBA","ESP 171"
"3422",3422,43017,"12:10 - 1:30 PM","TR","A04",0,"ESP 171REMOTE TBA","ESP 171"
"3423",3423,43017,"12:10 - 1:00 PM","W","A04",0,"ESP 171REMOTE TBA","ESP 171"
"3424",3424,43018,"12:10 - 1:30 PM","TR","A05",0,"ESP 171REMOTE TBA","ESP 171"
"3425",3425,43018,"1:10 - 2:00 PM","W","A05",0,"ESP 171REMOTE TBA","ESP 171"
"3426",3426,43019,"12:10 - 1:30 PM","TR","A06",0,"ESP 171REMOTE TBA","ESP 171"
"3427",3427,43019,"2:10 - 3:00 PM","W","A06",0,"ESP 171TBA","ESP 171"
"3428",3428,43020,"9:00 - 9:50 AM","MWF","A01",0,"ESP 175REMOTE TBA","ESP 175"
"3429",3429,43020,"4:10 - 5:00 PM","M","A01",0,"ESP 175REMOTE TBA","ESP 175"
